REF_AREA,TIME_PERIOD,IMF_WEO_BCA,IMF_WEO_BCA_NGDPD,IMF_WEO_GGR,IMF_WEO_GGR_NGDP,IMF_WEO_GGSB,IMF_WEO_GGSB_NPGDP,IMF_WEO_GGX,IMF_WEO_GGXCNL,IMF_WEO_GGXCNL_NGDP,IMF_WEO_GGXONLB,IMF_WEO_GGXONLB_NGDP,IMF_WEO_GGXWDG,IMF_WEO_GGXWDG_NGDP,IMF_WEO_GGXWDN,IMF_WEO_GGXWDN_NGDP,IMF_WEO_GGX_NGDP,IMF_WEO_LE,IMF_WEO_LP,IMF_WEO_LUR,IMF_WEO_NGAP_NPGDP,IMF_WEO_NGDP,IMF_WEO_NGDPD,IMF_WEO_NGDPDPC,IMF_WEO_NGDPPC,IMF_WEO_NGDPRPC,IMF_WEO_NGDPRPPPPC,IMF_WEO_NGDP_D,IMF_WEO_NGDP_FY,IMF_WEO_NGDP_R,IMF_WEO_NGDP_RPCH,IMF_WEO_NGSD_NGDP,IMF_WEO_NID_NGDP,IMF_WEO_PCPI,IMF_WEO_PCPIE,IMF_WEO_PCPIEPCH,IMF_WEO_PCPIPCH,IMF_WEO_PPPEX,IMF_WEO_PPPGDP,IMF_WEO_PPPPC,IMF_WEO_PPPSH,IMF_WEO_TMG_RPCH,IMF_WEO_TM_RPCH,IMF_WEO_TXG_RPCH,IMF_WEO_TX_RPCH,g_growth,g_growth_next,target
IRL,1986,-0.82,-2.875,12.396,,,,15.12,-2.724,,-0.327,,,,,,,1.144,3.568,18.1,5.959,26.877,28.516,7992.7,7533.32,17647.86,21508.87,42.687,,62.962,0.424,14.745,19.17,52.769,,,3.041,0.741,36.264,10164.54,0.175,2.972,5.204,3.681,2.71,-2.875,-0.261,0
IRL,1987,-0.088,-0.261,12.689,,,,14.985,-2.296,,0.26,,,,,,,1.16,3.574,18.8,3.368,28.724,33.66,9418.98,8037.65,18259.96,22254.88,44.018,,65.255,3.641,16.026,17.409,54.433,,,3.154,0.746,38.516,10777.71,0.175,6.242,7.298,14.497,13.879,-0.261,0.254,0
IRL,1988,0.094,0.254,13.896,,,,15.157,-1.261,,1.31,,,,,,,1.16,3.558,18.4,3.403,30.684,36.875,10364.7,8624.6,18891.56,23024.66,45.653,,67.211,2.998,15.542,16.713,55.612,,,2.166,0.747,41.069,11543.73,0.172,4.538,6.434,7.106,8.151,0.254,-1.299,0
IRL,1989,-0.494,-1.299,14.151,,,,14.878,-0.727,,1.857,,,,,,,1.16,3.536,17.9,2.588,34.037,38.03,10754.01,9624.98,20072.7,24464.21,47.951,,70.984,5.614,16.562,19.304,57.83,,,3.99,0.755,45.076,12746.44,0.175,13.143,13.886,11.218,11.417,-1.299,-0.772,0
IRL,1990,-0.372,-0.772,15.452,,,,16.444,-0.993,,2.015,,34.194,,,,,1.211,3.533,17.2,3.664,36.905,48.199,13644.02,10446.74,21643.24,26378.35,48.268,,76.458,7.711,19.34,22.194,59.772,,,3.357,0.733,50.369,14258.1,0.181,6.943,6.024,8.46,9.173,-0.772,0.696,0
IRL,1991,0.34,0.696,16.624,,,,17.698,-1.074,,1.957,,36.004,,,,,1.207,3.553,19.0,6.134,38.399,48.84,13747.42,10808.33,21874.34,26660.02,49.411,,77.713,1.642,18.802,20.18,61.644,,,3.132,0.725,52.927,14897.77,0.18,0.633,2.439,5.6,5.61,0.696,0.993,0
IRL,1992,0.545,0.993,17.987,,,,19.148,-1.161,,1.852,,37.041,,,,,1.217,3.582,16.3,2.876,40.898,54.911,15331.03,11418.69,22473.76,27390.57,50.809,,80.495,3.579,16.725,17.262,63.586,,,3.15,0.729,56.071,15654.83,0.168,4.888,8.063,14.678,13.859,0.993,3.563,0
IRL,1993,1.83,3.563,18.486,,,,19.641,-1.156,,1.803,,41.128,,,,,1.236,3.601,16.7,1.055,44.049,51.364,14262.0,12230.88,22867.72,27870.72,53.485,,82.357,2.314,18.867,16.069,64.487,,,1.418,0.75,58.728,16306.78,0.168,6.798,7.529,10.157,9.812,3.563,2.678,0
IRL,1994,1.496,2.678,20.082,,,,20.942,-0.86,,2.055,,41.673,,,,,1.275,3.613,15.1,-1.841,47.345,55.843,15454.48,13102.88,24135.81,29416.25,54.288,,87.211,5.894,19.097,17.173,66.013,,,2.366,0.745,63.518,17578.59,0.173,13.099,15.48,14.843,15.101,2.678,2.478,0
IRL,1995,1.716,2.478,20.959,38.219,,,22.096,-1.137,-2.074,1.464,2.669,43.061,78.522,,,40.292,1.339,3.629,14.1,-6.744,54.839,69.26,19085.72,15111.89,26338.07,32100.32,57.377,54.839,95.577,9.593,20.894,18.93,67.675,73.5,,2.518,0.772,71.07,19584.68,0.183,14.598,15.93,20.104,20.141,2.478,2.666,0
IRL,1996,2.025,2.666,23.074,38.306,,,23.193,-0.119,-0.197,2.286,3.795,42.064,69.833,,,38.504,1.387,3.654,11.8,-4.31,60.235,75.928,20780.22,16485.21,28536.16,34779.31,57.77,60.235,104.267,9.092,22.771,20.593,69.15,73.8,0.408,2.18,0.763,78.951,21607.66,0.192,10.044,12.842,9.891,12.421,2.666,2.348,0
IRL,1997,1.947,2.348,26.002,37.466,1.748,2.462,25.049,0.953,1.373,3.288,4.738,42.735,61.578,,,36.093,1.441,3.692,9.858,-2.242,69.4,82.957,22467.35,18795.6,31273.55,38115.59,60.101,69.4,115.473,10.747,24.407,22.229,70.017,74.0,0.271,1.253,0.78,88.944,24088.76,0.205,14.817,16.645,14.936,17.549,2.348,0.363,0
IRL,1998,0.328,0.363,29.154,36.248,1.576,1.964,27.488,1.666,2.071,4.111,5.111,41.353,51.414,35.433,44.054,34.176,1.593,3.731,7.55,0.233,80.431,90.305,24201.14,21554.89,33658.23,41021.99,64.04,80.431,125.594,8.765,24.459,24.096,71.508,74.1,0.135,2.13,0.822,97.827,26216.98,0.217,3.701,27.775,-9.221,22.771,0.363,-0.115,0
IRL,1999,-0.114,-0.115,33.447,36.045,3.08,3.335,30.165,3.282,3.537,5.223,5.629,43.213,46.57,31.976,34.46,32.508,1.698,3.774,5.908,0.458,92.791,98.993,26231.63,24588.28,36785.04,44832.88,66.843,92.791,138.819,10.53,24.521,24.636,73.233,74.9,1.08,2.412,0.846,109.659,29057.94,0.231,8.363,12.617,13.854,15.772,-0.115,0.614,0
IRL,2000,0.615,0.614,38.432,35.423,3.836,3.638,33.165,5.267,4.855,7.013,6.464,39.494,36.401,26.893,24.787,30.568,1.773,3.829,4.383,2.907,108.496,100.253,26184.76,28337.85,39667.4,48345.85,71.439,108.496,151.873,9.404,25.122,24.508,77.117,78.5,4.806,5.303,0.884,122.688,32044.64,0.242,8.54,21.686,17.375,21.187,0.614,0.179,0
IRL,2001,0.195,0.179,40.451,33.132,0.186,0.155,39.28,1.171,0.959,2.481,2.032,40.969,33.557,25.695,21.046,32.173,1.823,3.889,4.183,1.858,122.089,109.347,28119.38,31396.0,41127.58,50125.48,76.338,122.089,159.932,5.306,24.435,24.256,80.2,81.9,4.331,3.998,0.924,132.107,33972.3,0.248,11.284,13.101,11.763,14.008,0.179,0.247,0
IRL,2002,0.317,0.247,44.01,32.36,-1.166,-0.864,44.716,-0.706,-0.519,0.825,0.607,41.987,30.874,31.044,22.827,32.88,1.85,3.956,4.733,0.785,135.998,128.505,32481.58,34375.48,42809.73,52175.66,80.298,135.998,169.366,5.899,24.329,24.082,83.958,85.6,4.518,4.686,0.957,142.074,35911.33,0.256,4.651,5.339,7.342,6.476,0.247,0.492,0
IRL,2003,0.81,0.492,48.056,33.011,-0.285,-0.198,47.552,0.504,0.346,2.093,1.438,43.409,29.819,32.304,22.19,32.665,1.886,4.021,4.85,1.239,145.577,164.63,40939.73,36201.75,43387.04,52879.27,83.439,145.577,174.471,3.014,26.236,25.744,87.317,88.2,3.037,4.0,0.975,149.246,37114.14,0.253,-9.037,-2.418,-6.966,-1.698,0.492,-0.098,0
IRL,2004,-0.19,-0.098,53.316,34.12,1.452,0.937,51.287,2.029,1.298,3.532,2.26,43.889,28.087,31.152,19.936,32.822,1.947,4.1,4.758,0.811,156.259,194.283,47388.92,38114.28,45445.45,55388.02,83.868,156.259,186.315,6.789,27.12,27.218,89.333,90.3,2.381,2.31,0.955,163.663,39920.25,0.257,-2.528,1.905,6.996,6.521,-0.098,-3.54,1
IRL,2005,-7.505,-3.54,58.913,34.592,0.739,0.445,56.238,2.675,1.57,4.137,2.429,44.371,26.054,30.209,17.738,33.022,2.038,4.2,4.633,2.512,170.306,211.993,50476.48,40550.59,46908.45,57171.1,86.446,170.306,197.008,5.739,26.769,30.31,91.3,92.1,1.993,2.201,0.954,178.483,42497.51,0.259,17.566,12.723,3.922,5.48,-3.54,-5.353,0
IRL,2006,-12.43,-5.353,67.195,36.338,1.352,0.763,62.063,5.132,2.775,6.496,3.513,43.724,23.645,26.972,14.586,33.563,2.129,4.321,4.767,4.414,184.916,232.193,53738.84,42797.1,47869.82,58342.79,89.403,184.916,206.834,4.988,26.54,31.893,93.742,94.9,3.04,2.674,0.957,193.163,44705.9,0.259,10.506,9.303,2.774,6.051,-5.353,-6.511,0
IRL,2007,-17.587,-6.511,70.764,35.908,-4.549,-2.439,70.236,0.528,0.268,1.752,0.889,47.183,23.942,28.73,14.579,35.64,2.22,4.445,5.0,5.646,197.07,270.112,60770.19,44337.1,49005.02,59726.35,90.475,197.07,217.818,5.311,22.738,29.248,96.45,98.0,3.267,2.889,0.943,208.933,47006.0,0.259,11.622,9.351,8.777,8.901,-6.511,-6.255,0
IRL,2008,-17.227,-6.255,64.663,34.527,-15.264,-8.347,77.83,-13.167,-7.031,-11.865,-6.335,79.621,42.514,43.083,23.004,41.557,2.198,4.516,6.808,2.413,187.283,275.417,60989.84,41472.92,46071.89,56151.52,90.018,187.283,208.051,-4.484,18.412,24.667,99.458,99.3,1.327,3.119,0.921,203.409,45043.85,0.24,-11.426,-2.787,-5.92,-3.804,-6.255,-4.667,0
IRL,2009,-11.022,-4.667,55.943,33.001,-16.432,-9.327,79.461,-23.517,-13.873,-21.072,-12.43,104.685,61.754,63.008,37.168,46.874,2.015,4.547,12.65,-3.779,169.52,236.187,51943.66,37281.89,43424.43,52924.83,85.855,169.52,197.45,-5.095,15.637,20.304,97.792,96.8,-2.518,-1.676,0.873,194.235,42717.3,0.229,-1.525,-1.702,6.308,4.648,-4.667,-1.287,0
IRL,2010,-2.859,-1.287,54.864,32.776,-16.661,-9.568,108.628,-53.764,-32.119,-50.095,-29.927,144.23,86.163,111.449,66.579,64.894,1.924,4.568,14.6,-3.876,167.392,222.096,48620.63,36645.05,43952.51,53568.45,83.374,167.392,200.772,1.682,15.989,17.277,96.192,96.6,-0.207,-1.636,0.837,199.903,43762.28,0.221,-5.72,0.569,2.482,5.983,-1.287,-1.696,0
IRL,2011,-4.057,-1.696,57.793,33.635,-13.486,-7.519,81.114,-23.32,-13.572,-19.12,-11.128,189.727,110.419,135.685,78.968,47.207,1.887,4.585,15.408,-4.2,171.824,239.129,52159.12,37478.43,44353.39,54057.04,84.5,171.824,203.343,1.281,15.537,17.233,97.358,98.0,1.449,1.213,0.832,206.64,45072.58,0.216,3.486,2.642,-0.636,3.108,-1.696,-3.387,0
IRL,2012,-7.629,-3.387,59.803,34.13,-10.798,-5.857,74.666,-14.863,-8.483,-9.175,-5.236,210.026,119.865,152.294,86.916,42.613,1.88,4.605,15.492,-4.948,175.219,225.262,48918.73,38051.22,44101.62,53750.18,86.281,175.219,203.08,-0.129,16.624,20.011,99.2,99.7,1.735,1.892,0.823,212.884,46230.7,0.211,5.819,-1.016,-2.196,-0.822,-3.387,1.555,0
IRL,2013,3.703,1.555,61.396,34.245,-8.786,-4.745,72.87,-11.474,-6.4,-5.117,-2.854,215.242,120.056,161.553,90.11,40.645,1.937,4.631,13.758,-3.165,179.285,238.115,51422.86,38718.03,44372.03,54079.75,87.258,179.285,205.466,1.175,20.262,18.707,99.733,100.0,0.301,0.538,0.811,221.004,47727.67,0.209,2.317,1.085,-0.35,2.991,1.555,1.071,0
IRL,2014,2.783,1.071,66.268,33.901,-6.427,-3.249,73.315,-7.047,-3.605,-0.508,-0.26,203.382,104.047,167.343,85.61,37.507,1.988,4.667,11.892,-1.2,195.471,259.75,55651.92,41879.97,47907.94,58389.25,87.418,195.471,223.606,8.829,23.456,22.385,100.033,99.7,-0.3,0.301,0.819,238.658,51132.93,0.217,9.144,14.664,16.305,14.592,1.071,4.385,0
IRL,2015,12.823,4.385,71.059,26.967,-4.48,-1.709,76.417,-5.358,-2.033,0.899,0.341,201.674,76.535,172.744,65.556,29.0,2.056,4.714,9.925,0.5,263.507,292.394,62027.39,55899.41,59044.75,71962.58,94.673,263.507,278.334,24.475,30.295,25.909,99.983,100.0,0.301,-0.05,0.809,325.531,69056.86,0.29,15.781,32.355,59.149,39.166,4.385,-4.217,1
IRL,2016,-12.586,-4.217,73.823,27.37,-4.317,-1.631,75.894,-2.071,-0.768,3.942,1.461,200.635,74.385,176.604,65.476,28.138,2.132,4.771,8.383,1.9,269.725,298.477,62556.1,56530.12,59364.33,72352.07,95.226,269.725,283.248,1.766,33.223,37.44,99.8,99.8,-0.2,-0.183,0.794,339.546,71163.56,0.291,6.748,19.004,0.764,4.603,-4.217,0.489,0
IRL,2017,1.648,0.489,77.034,25.805,-2.541,-0.867,77.896,-0.862,-0.289,4.902,1.642,201.262,67.418,175.085,58.649,26.093,2.199,4.825,6.767,1.817,298.529,337.124,69863.66,61865.53,64164.17,78202.02,96.418,298.529,309.621,9.311,35.142,34.653,100.058,100.3,0.501,0.259,0.791,377.36,78202.02,0.308,-1.382,1.18,3.916,9.635,0.489,4.889,0
IRL,2018,18.913,4.889,83.239,25.421,-0.823,-0.254,82.802,0.437,0.134,5.575,1.703,205.848,62.866,177.126,54.094,25.287,2.265,4.886,5.808,1.137,327.441,386.868,79182.66,67019.32,68740.24,83779.25,97.496,327.441,335.849,8.471,33.565,28.676,100.775,101.1,0.798,0.716,0.782,418.703,85698.45,0.322,11.371,2.467,8.582,9.805,4.889,-19.86,1
IRL,2019,-79.235,-19.86,88.272,24.771,1.137,0.321,86.581,1.691,0.475,6.2,1.74,203.383,57.073,174.298,48.911,24.296,2.336,4.95,5.0,0.467,356.357,398.977,80608.83,71998.0,71449.27,87080.95,100.768,356.357,353.641,5.298,34.915,54.774,101.642,102.1,0.989,0.86,0.795,448.285,90570.99,0.33,9.15,42.323,7.179,11.848,-19.86,-6.531,0
IRL,2020,-27.968,-6.531,83.267,22.19,-4.611,-1.204,101.97,-18.704,-4.984,-14.919,-3.976,217.885,58.064,186.024,49.573,27.174,2.278,4.993,5.842,-1.999,375.25,428.266,85776.89,75158.38,75517.3,92038.99,99.525,375.25,377.042,6.617,36.529,43.06,101.192,101.1,-0.979,-0.443,0.775,484.26,96991.85,0.362,-2.508,-1.729,15.504,11.531,-6.531,13.715,0
IRL,2021,70.458,13.715,99.289,22.874,0.823,0.194,105.889,-6.6,-1.52,-3.338,-0.769,236.127,54.398,192.981,44.459,24.394,2.428,5.038,6.242,2.288,434.07,513.733,101965.62,86154.06,86153.86,105002.62,100.0,434.07,434.069,15.125,37.325,23.61,103.633,106.8,5.638,2.413,0.744,583.065,115726.59,0.392,4.291,-7.507,18.425,15.103,13.715,10.782,1
IRL,2022,57.528,10.782,116.081,22.928,16.651,3.308,107.576,8.504,1.68,11.619,2.295,224.761,44.394,188.094,37.152,21.248,2.596,5.166,4.45,0.572,506.282,533.559,103290.61,98010.11,91957.39,112075.85,106.582,506.282,475.016,9.433,34.497,23.715,111.975,115.6,8.24,8.049,0.741,682.992,132219.1,0.415,26.833,15.901,22.454,13.922,10.782,9.868,0
ITA,1980,-16.95,-3.538,,,,,,,,,,,,,,,20.126,56.388,7.37,0.0,211.548,479.122,8496.81,3751.62,20094.81,29816.93,18.67,211.548,1133.12,3.099,22.862,27.89,20.305,20.248,21.175,21.8,0.344,614.415,10896.11,4.581,4.437,3.006,0.328,1.786,-3.538,-3.552,0
ITA,1981,-15.431,-3.552,,,,,,,,,,,,,,,20.216,56.479,7.649,-3.194,253.414,434.498,7693.06,4486.85,19815.02,29401.77,22.644,253.414,1119.14,-1.234,20.425,24.228,24.266,24.197,19.507,19.51,0.382,664.249,11760.94,4.431,-6.807,0.393,14.517,11.9,-3.552,-2.388,0
ITA,1982,-10.254,-2.388,,,,,,,,,,,,,,,20.2,56.524,8.288,-4.612,299.097,429.408,7596.91,5291.5,19881.23,29500.01,26.616,299.097,1123.77,0.414,19.765,23.646,28.26,28.191,16.504,16.46,0.422,708.214,12529.42,4.432,-0.895,-0.054,-2.559,-1.305,-2.388,0.307,0
ITA,1983,1.366,0.307,,,,,,,,,,,,,,,20.304,56.563,7.367,-5.507,348.276,445.612,7878.15,6157.31,20099.83,29824.37,30.634,348.276,1136.91,1.169,19.983,22.037,32.415,32.327,14.672,14.7,0.468,744.551,13163.21,4.378,-3.377,-3.067,4.559,3.8,0.307,-0.914,0
ITA,1984,-4.026,-0.914,,,,,,,,,,,,,,,20.436,56.565,7.833,-4.47,398.2,440.268,7783.39,7039.67,20747.43,30785.3,33.93,398.2,1173.58,3.226,20.306,23.992,35.896,35.794,10.725,10.74,0.5,796.308,14077.72,4.328,12.855,12.825,7.967,7.702,-0.914,-1.224,0
ITA,1985,-5.567,-1.224,,,,,,,,,,,,,,,20.55,56.588,8.167,-3.985,446.899,454.653,8034.39,7897.37,21319.21,31633.7,37.043,446.899,1206.42,2.798,19.437,24.041,39.116,39.102,9.241,8.969,0.529,844.474,14923.12,4.295,3.867,4.275,2.703,3.575,-1.224,0.428,0
ITA,1986,2.756,0.428,,,,,,,,,,,,,,,20.66,56.598,8.867,-3.488,494.102,643.932,11377.32,8730.05,21925.24,32532.94,39.817,494.102,1240.92,2.86,20.31,22.132,41.392,41.39,5.85,5.82,0.558,886.114,15656.33,4.271,6.708,5.316,5.34,1.685,0.428,-0.361,0
ITA,1987,-2.92,-0.361,,,,,,,,,,,,,,,20.793,56.594,9.617,-2.693,540.513,808.203,14280.59,9550.63,22626.44,33573.4,42.21,540.513,1280.53,3.192,19.648,22.789,43.346,43.332,4.692,4.72,0.577,937.059,16557.43,4.246,12.76,12.033,4.234,4.113,-0.361,-0.899,0
ITA,1988,-8.053,-0.899,227.169,37.821,-62.945,-10.372,290.849,-63.679,-10.602,-18.507,-3.081,575.962,95.892,547.235,91.109,48.423,20.953,56.609,9.683,-1.031,600.639,895.423,15817.58,10610.24,23569.28,34972.38,45.017,600.639,1334.24,4.194,20.779,23.279,45.552,45.542,5.102,5.09,0.594,1010.8,17855.61,4.232,7.483,5.962,7.384,5.189,-0.899,-1.614,0
ITA,1989,-15.031,-1.614,254.675,38.618,-65.16,-9.885,327.018,-72.343,-10.97,-17.286,-2.621,650.075,98.574,617.269,93.6,49.588,21.169,56.649,9.667,0.042,659.476,931.283,16439.47,11641.4,24350.81,36132.03,47.807,659.476,1379.45,3.389,19.824,22.799,48.397,48.395,6.264,6.245,0.607,1086.03,19171.09,4.221,9.054,8.55,8.823,8.527,-1.614,-1.866,0
ITA,1990,-21.692,-1.866,309.827,43.16,-84.974,-11.819,389.946,-80.119,-11.161,-12.798,-1.783,731.43,101.89,694.448,96.738,54.321,21.478,56.694,8.858,-0.155,717.861,1162.27,20500.67,12661.95,24830.83,36844.29,50.993,717.861,1407.77,2.053,19.964,22.891,51.492,52.9,9.309,6.395,0.624,1149.8,20280.6,4.14,6.254,9.63,3.509,6.857,-1.866,-2.439,0
ITA,1991,-29.946,-2.439,347.948,44.372,-90.589,-11.451,435.004,-87.056,-11.102,-3.701,-0.472,827.252,105.495,783.415,99.905,55.474,21.616,56.744,8.533,-0.878,784.164,1227.73,21636.19,13819.3,25165.04,37340.19,54.915,784.164,1427.97,1.435,19.066,22.631,54.692,55.9,5.671,6.215,0.65,1205.74,21248.78,4.1,4.804,1.798,0.394,-1.971,-2.439,-2.619,0
ITA,1992,-34.125,-2.619,386.495,46.834,-83.931,-9.968,469.893,-83.397,-10.106,10.789,1.307,933.907,113.167,883.464,107.054,56.94,21.574,56.773,8.808,-1.994,825.248,1302.8,22947.48,14535.94,25362.11,37632.61,57.314,825.248,1439.88,0.834,18.299,22.002,57.417,58.5,4.651,4.982,0.664,1243.51,21903.22,3.721,3.766,7.115,4.844,7.285,-2.619,1.137,0
ITA,1993,11.908,1.137,409.354,48.159,-74.166,-8.354,492.401,-83.047,-9.77,17.577,2.068,1056.78,124.326,999.46,117.583,57.929,21.258,56.821,9.833,-4.254,850.005,1047.62,18437.04,14959.28,25124.44,37279.95,59.541,850.005,1427.6,-0.853,19.555,19.253,60.0,61.1,4.444,4.499,0.673,1262.13,22212.22,3.619,-10.65,-11.195,8.517,8.973,1.137,1.17,0
ITA,1994,12.647,1.17,416.86,46.367,-70.809,-7.579,496.399,-79.539,-8.847,13.644,1.518,1178.32,131.063,1111.59,123.641,55.214,20.867,56.842,10.633,-3.769,899.047,1080.54,19009.47,15816.49,25655.32,38067.68,61.65,899.047,1458.31,2.151,19.891,19.318,62.5,63.6,4.092,4.167,0.683,1316.81,23165.92,3.59,12.156,8.05,12.336,9.626,1.17,2.077,0
ITA,1995,24.415,2.077,438.864,44.409,-59.166,-5.83,510.119,-71.255,-7.21,30.431,3.079,1179.59,119.362,1039.21,105.157,51.619,20.713,56.844,11.15,-2.616,988.243,1175.28,20675.32,17385.05,26395.05,39165.3,65.865,988.243,1500.41,2.887,22.139,20.042,65.867,67.2,5.66,5.387,0.714,1383.23,24333.53,3.563,11.581,9.555,13.777,12.584,2.077,2.944,0
ITA,1996,38.653,2.944,469.33,44.875,-54.218,-5.029,538.511,-69.181,-6.615,39.08,3.737,1245.73,119.11,1145.69,109.544,51.489,20.771,56.844,11.15,-2.997,1045.87,1312.78,23094.38,18398.89,26710.99,39634.1,68.881,1045.87,1518.37,1.197,22.378,19.355,68.492,69.2,2.976,3.985,0.734,1425.41,25075.65,3.472,-1.245,-0.429,2.492,1.446,2.944,2.603,0
ITA,1997,32.36,2.603,508.058,46.51,-26.974,-2.398,540.628,-32.57,-2.982,61.833,5.661,1275.68,116.782,1174.05,107.478,49.492,20.81,56.876,11.242,-2.896,1092.36,1243.23,21858.45,19205.83,27184.51,40336.71,70.65,1092.36,1546.16,1.83,22.104,19.502,69.758,70.4,1.734,1.849,0.74,1476.52,25960.24,3.398,11.013,10.39,3.772,5.035,2.603,1.654,0
ITA,1998,21.035,1.654,514.329,45.162,-24.61,-2.102,548.361,-34.032,-2.988,51.143,4.491,1299.74,114.127,1202.05,105.549,48.15,21.0,56.904,11.333,-2.745,1138.86,1271.7,22348.05,20013.52,27663.09,41046.83,72.347,1138.86,1574.15,1.811,21.389,19.735,71.175,71.6,1.705,2.031,0.749,1520.16,26714.2,3.365,8.689,9.036,2.541,2.694,1.654,0.801,0
ITA,1999,10.046,0.801,534.0,45.441,-6.396,-0.529,554.833,-20.833,-1.773,50.891,4.331,1331.32,113.289,1217.79,103.629,47.214,21.226,56.909,10.942,-2.739,1175.15,1253.69,22029.7,20649.59,28110.42,41710.59,73.459,1175.15,1599.74,1.626,21.034,20.233,72.35,73.1,2.095,1.651,0.75,1566.73,27530.31,3.305,5.777,4.495,0.009,-0.978,0.801,-0.273,0
ITA,2000,-3.13,-0.273,547.66,44.112,-41.78,-3.345,577.746,-30.086,-2.423,42.493,3.423,1353.57,109.026,1237.38,99.667,46.536,21.545,56.924,10.1,-0.59,1241.51,1147.19,20153.08,21810.21,29167.52,43279.12,74.776,1241.51,1660.32,3.787,20.592,20.865,74.217,75.1,2.736,2.58,0.747,1662.89,29212.66,3.274,12.277,10.991,12.421,12.085,-0.273,0.155,0
ITA,2001,1.806,0.155,575.766,44.149,-48.58,-3.725,617.372,-41.606,-3.19,33.552,2.573,1420.03,108.886,1302.79,99.896,47.34,21.915,56.961,9.1,-0.009,1304.14,1168.03,20505.92,22895.39,29717.3,44094.89,77.044,1304.14,1692.72,1.951,20.998,20.843,75.942,76.8,2.264,2.324,0.752,1733.51,30433.45,3.258,1.717,2.431,2.755,2.571,0.155,-0.498,0
ITA,2002,-6.353,-0.498,591.825,43.831,-49.127,-3.607,630.568,-38.743,-2.869,31.416,2.327,1436.14,106.361,1320.84,97.821,46.7,22.179,56.993,8.608,-0.862,1350.26,1275.87,22386.26,23691.53,29775.73,44181.59,79.567,1350.26,1697.02,0.254,21.073,21.571,77.925,79.1,2.995,2.612,0.765,1764.92,30967.16,3.177,0.47,0.563,-2.562,-2.804,-0.498,-0.787,0
ITA,2003,-12.417,-0.787,613.063,43.957,-57.303,-4.041,657.939,-44.876,-3.218,21.247,1.523,1471.33,105.495,1363.68,97.776,47.174,22.194,57.186,8.45,-1.655,1394.69,1577.23,27580.48,24388.57,29716.29,44093.4,82.071,1394.69,1699.37,0.139,20.392,21.179,80.117,81.1,2.528,2.813,0.774,1802.26,31515.49,3.058,1.278,0.74,-0.704,-1.299,-0.787,-0.482,0
ITA,2004,-8.702,-0.482,630.318,43.401,-60.212,-4.096,680.842,-50.524,-3.479,14.063,0.968,1526.4,105.101,1410.88,97.147,46.88,22.301,57.612,8.042,-1.197,1452.32,1805.72,31342.83,25208.62,29916.66,44390.7,84.263,1452.32,1723.56,1.424,20.781,21.262,81.925,83.0,2.343,2.257,0.774,1877.06,32581.11,2.945,5.767,4.573,6.418,6.13,-0.482,-0.883,0
ITA,2005,-16.424,-0.883,644.642,43.159,-60.994,-4.045,705.62,-60.978,-4.083,3.529,0.236,1591.58,106.557,1456.55,97.517,47.242,22.344,58.044,7.758,-0.937,1493.64,1859.25,32031.45,25732.66,29936.63,44420.34,85.957,1493.64,1737.65,0.818,20.286,21.169,83.733,84.7,2.048,2.207,0.765,1951.76,33625.24,2.836,2.863,3.441,3.32,3.217,-0.883,-1.476,0
ITA,2006,-28.773,-1.476,685.931,44.177,-52.551,-3.396,742.085,-56.154,-3.617,9.465,0.61,1657.33,106.74,1519.99,97.894,47.794,22.691,58.289,6.875,0.35,1552.69,1949.65,33448.06,26637.72,30344.8,45025.99,87.783,1552.69,1768.77,1.791,20.482,21.958,85.6,86.5,2.125,2.229,0.758,2047.97,35134.8,2.744,7.781,7.959,8.33,8.31,-1.476,-1.367,0
ITA,2007,-30.267,-1.367,733.838,45.443,-34.913,-2.192,755.481,-21.643,-1.34,51.364,3.181,1677.65,103.889,1544.74,95.659,46.784,22.829,58.511,6.208,1.365,1614.84,2213.37,37828.36,27599.06,30679.32,45522.34,89.96,1614.84,1795.07,1.487,20.879,22.246,87.333,88.9,2.775,2.025,0.756,2134.74,36484.51,2.644,4.221,5.454,7.123,6.197,-1.367,-2.795,0
ITA,2008,-67.305,-2.795,741.382,45.27,-47.485,-2.908,783.371,-41.989,-2.564,34.699,2.119,1738.65,106.164,1592.03,97.211,47.834,23.035,59.002,6.783,0.288,1637.7,2408.39,40818.96,27756.78,30131.28,44709.17,92.119,1637.7,1777.8,-0.962,18.984,21.778,90.383,91.0,2.362,3.492,0.76,2154.93,36523.06,2.544,-3.843,-4.025,-1.593,-3.169,-2.795,-1.885,0
ITA,2009,-41.424,-1.885,725.378,45.99,-54.587,-3.297,806.15,-80.772,-5.121,-14.407,-0.913,1839.23,116.61,1678.02,106.389,51.111,22.518,59.421,7.875,-4.734,1577.26,2197.54,36982.81,26543.93,28338.9,42049.6,93.666,1577.26,1683.91,-5.281,17.624,19.509,91.075,92.0,1.099,0.765,0.768,2053.71,34562.31,2.42,-13.51,-13.118,-18.902,-17.817,-1.885,-3.295,0
