REF_AREA,TIME_PERIOD,IMF_WEO_BCA,IMF_WEO_BCA_NGDPD,IMF_WEO_GGR,IMF_WEO_GGR_NGDP,IMF_WEO_GGSB,IMF_WEO_GGSB_NPGDP,IMF_WEO_GGX,IMF_WEO_GGXCNL,IMF_WEO_GGXCNL_NGDP,IMF_WEO_GGXONLB,IMF_WEO_GGXONLB_NGDP,IMF_WEO_GGXWDG,IMF_WEO_GGXWDG_NGDP,IMF_WEO_GGXWDN,IMF_WEO_GGXWDN_NGDP,IMF_WEO_GGX_NGDP,IMF_WEO_LE,IMF_WEO_LP,IMF_WEO_LUR,IMF_WEO_NGAP_NPGDP,IMF_WEO_NGDP,IMF_WEO_NGDPD,IMF_WEO_NGDPDPC,IMF_WEO_NGDPPC,IMF_WEO_NGDPRPC,IMF_WEO_NGDPRPPPPC,IMF_WEO_NGDP_D,IMF_WEO_NGDP_FY,IMF_WEO_NGDP_R,IMF_WEO_NGDP_RPCH,IMF_WEO_NGSD_NGDP,IMF_WEO_NID_NGDP,IMF_WEO_PCPI,IMF_WEO_PCPIE,IMF_WEO_PCPIEPCH,IMF_WEO_PCPIPCH,IMF_WEO_PPPEX,IMF_WEO_PPPGDP,IMF_WEO_PPPPC,IMF_WEO_PPPSH,IMF_WEO_TMG_RPCH,IMF_WEO_TM_RPCH,IMF_WEO_TXG_RPCH,IMF_WEO_TX_RPCH,g_growth,g_growth_next,target
EST,2017,0.609,2.264,9.107,38.21,0.0,0.0,9.351,-0.245,-1.026,-0.252,-1.057,2.174,9.122,-0.433,-1.818,39.236,0.659,1.317,5.763,1.22,23.834,26.915,20430.57,18091.64,17090.75,33903.13,105.856,23.834,22.515,5.792,28.727,26.463,104.48,105.15,3.76,3.651,0.534,44.663,33903.13,0.036,4.997,3.991,3.246,4.832,2.264,0.876,0
EST,2018,0.268,0.876,9.89,38.138,-0.35,-1.366,10.184,-0.294,-1.133,-0.3,-1.158,2.127,8.204,-0.461,-1.777,39.271,0.665,1.322,5.371,1.079,25.932,30.639,23176.36,19616.21,17675.88,35063.86,110.977,25.932,23.367,3.784,28.905,28.03,108.045,108.64,3.319,3.412,0.547,47.415,35867.1,0.036,5.029,5.928,0.844,2.899,0.876,2.453,0
EST,2019,0.768,2.453,10.971,39.251,-0.091,-0.33,10.938,0.033,0.12,0.028,0.1,2.373,8.491,-0.609,-2.18,39.132,0.671,1.327,4.448,1.578,27.951,31.294,23584.26,21064.94,18320.67,36342.93,114.979,27.951,24.31,4.034,28.994,26.541,110.496,110.59,1.795,2.268,0.557,50.156,37799.49,0.037,2.939,3.735,4.633,5.031,2.453,-1.9,1
EST,2020,-0.595,-1.9,10.818,39.439,-1.474,-5.267,12.308,-1.49,-5.432,-1.489,-5.429,5.094,18.572,0.819,2.985,44.871,0.657,1.33,6.806,-2.0,27.43,31.305,23546.32,20631.47,18107.99,35921.04,113.936,27.43,24.075,-0.965,27.798,29.697,109.795,109.62,-0.877,-0.634,0.545,50.328,37854.04,0.038,-1.905,1.301,1.657,-5.454,-1.9,-2.592,0
EST,2021,-0.956,-2.592,12.29,39.429,-1.318,-4.337,13.056,-0.767,-2.46,-0.772,-2.478,5.534,17.753,1.409,4.52,41.889,0.654,1.331,6.177,2.6,31.169,36.889,27716.9,23418.91,19400.13,38484.27,120.715,31.169,25.82,7.249,28.454,31.046,114.722,122.81,12.032,4.487,0.552,56.451,42414.68,0.038,18.97,23.235,12.043,22.128,-2.592,-3.232,0
FIN,1980,-1.403,-2.612,15.745,46.745,-0.746,-2.252,14.774,0.97,2.88,0.616,1.829,3.669,10.893,21.04,62.466,43.864,2.355,4.771,5.288,4.706,33.682,53.714,11257.8,7059.3,21723.04,25385.35,32.497,33.682,103.647,5.673,28.775,31.224,32.979,35.287,13.761,11.602,0.74,45.541,9544.89,0.34,,8.552,,8.098,-2.612,-0.909,0
FIN,1981,-0.478,-0.909,18.788,49.321,0.278,0.725,16.968,1.82,4.779,1.382,3.629,4.398,11.544,23.582,61.906,44.542,2.384,4.788,5.743,2.338,38.094,52.62,10990.45,7956.51,21928.3,25625.23,36.284,38.094,104.988,1.294,27.697,28.377,36.936,38.78,9.897,12.0,0.754,50.495,10546.67,0.337,7.817,-4.588,-5.208,5.804,-0.909,-1.738,0
FIN,1982,-0.923,-1.738,20.914,48.83,-0.167,-0.386,19.886,1.028,2.401,0.562,1.313,5.933,13.851,24.458,57.103,46.429,2.411,4.812,6.076,1.837,42.831,53.111,11036.94,8900.6,22490.84,26282.6,39.574,42.831,108.229,3.087,26.296,28.654,40.371,42.223,8.878,9.3,0.775,55.271,11485.67,0.346,-0.319,2.21,0.963,-1.87,-1.738,-2.202,0
FIN,1983,-1.124,-2.202,23.205,48.555,-1.127,-2.332,23.033,0.171,0.359,-0.313,-0.654,7.35,15.379,25.762,53.906,48.197,2.42,4.842,6.147,1.779,47.79,51.056,10545.06,9870.47,23051.42,26937.69,42.819,47.79,111.608,3.122,26.118,28.372,43.763,45.819,8.518,8.4,0.807,59.228,12232.92,0.348,3.238,4.113,3.164,4.327,-2.202,-0.039,0
FIN,1984,-0.021,-0.039,26.849,50.186,-0.384,-0.71,25.421,1.427,2.668,0.897,1.677,8.121,15.18,28.69,53.628,47.519,2.435,4.87,5.928,1.884,53.498,53.032,10889.93,10985.54,23654.61,27642.58,46.441,53.498,115.195,3.213,26.898,27.208,46.826,48.629,6.132,7.0,0.845,63.338,13006.09,0.344,7.006,0.918,-1.548,6.527,-0.039,-1.434,0
FIN,1985,-0.806,-1.434,30.28,51.952,-0.436,-0.741,28.792,1.488,2.553,0.922,1.582,9.231,15.837,32.724,56.145,49.399,2.439,4.894,6.049,2.002,58.285,56.223,11488.75,11910.09,24371.67,28480.52,48.869,58.285,119.269,3.537,26.113,26.926,49.551,51.027,4.931,5.82,0.862,67.652,13824.1,0.344,1.586,6.362,6.72,0.637,-1.434,-0.941,0
FIN,1986,-0.693,-0.941,33.492,53.383,-0.123,-0.195,31.394,2.098,3.345,1.369,2.183,10.316,16.443,36.228,57.742,50.038,2.431,4.911,6.665,2.086,62.74,73.652,14998.34,12776.28,24949.85,29156.18,51.208,62.74,122.52,2.726,25.665,26.036,50.988,52.75,3.377,2.9,0.885,70.895,14436.98,0.342,3.202,3.492,5.291,1.684,-0.941,-1.887,0
FIN,1987,-1.731,-1.887,35.024,51.694,-1.907,-2.867,34.537,0.487,0.719,-0.194,-0.287,11.958,17.649,39.111,57.727,50.976,2.445,4.926,4.9,4.845,67.751,91.775,18632.08,13754.75,25759.29,30102.08,53.397,67.751,126.881,3.559,25.192,26.788,53.07,54.661,3.622,4.082,0.9,75.238,15274.72,0.341,1.594,8.79,7.79,2.757,-1.887,-2.466,0
FIN,1988,-2.694,-2.466,41.768,54.418,-0.291,-0.397,38.029,3.739,4.872,2.971,3.871,12.691,16.535,46.332,60.364,49.546,2.469,4.939,4.208,8.012,76.754,109.255,22122.56,15541.65,27030.46,31587.56,57.497,76.754,133.493,5.211,27.496,29.09,55.795,57.884,5.896,5.135,0.937,81.95,16593.76,0.343,3.452,10.63,10.87,3.167,-2.466,-4.867,1
FIN,1989,-5.797,-4.867,46.349,53.939,-0.21,-0.262,40.216,6.134,7.138,4.954,5.765,12.262,14.269,59.022,68.687,46.801,2.493,4.954,3.108,10.272,85.929,119.106,24040.64,17344.12,28315.14,33088.83,61.254,85.929,140.283,5.087,27.338,31.983,59.462,62.018,7.143,6.572,0.96,89.496,18064.05,0.348,1.242,9.012,8.364,2.746,-4.867,-5.052,0
FIN,1990,-7.159,-5.052,48.863,53.72,2.043,2.418,42.829,6.034,6.634,4.319,4.748,12.603,13.856,66.473,73.08,47.087,2.477,4.974,3.2,7.651,90.959,141.718,28489.57,18285.48,28260.79,33025.32,64.703,90.959,140.58,0.211,25.087,30.139,62.409,63.3,2.067,4.957,0.978,93.041,18704.1,0.335,1.7,-0.341,-2.3,1.653,-5.052,-5.356,0
FIN,1991,-6.866,-5.356,48.726,56.072,-0.343,-0.394,48.465,0.261,0.301,-1.493,-1.718,19.025,21.894,61.069,70.276,55.771,2.349,4.998,6.7,-0.397,86.899,128.194,25646.58,17385.09,26469.06,30931.51,65.681,86.899,132.305,-5.886,18.737,24.092,65.246,66.18,4.55,4.545,0.96,90.526,18110.8,0.308,-16.908,-13.319,-6.9,-7.895,-5.356,-4.663,0
FIN,1992,-5.275,-4.663,47.422,55.934,-1.605,-1.797,51.56,-4.138,-4.881,-5.821,-6.866,33.309,39.288,43.446,51.245,60.815,2.182,5.029,11.8,-5.103,84.782,113.134,22496.24,16858.61,25441.63,29730.87,66.264,84.782,127.946,-3.295,16.41,21.073,67.369,67.9,2.599,3.254,0.947,89.539,17804.53,0.268,0.581,0.697,9.455,10.379,-4.663,-1.461,0
FIN,1993,-1.304,-1.461,47.571,55.504,-2.573,-2.788,54.499,-6.928,-8.083,-7.306,-8.524,46.397,54.134,28.47,33.217,63.587,2.049,5.055,16.5,-7.124,85.708,89.279,17661.59,16955.15,25143.31,29382.26,67.434,85.708,127.099,-0.662,17.123,18.584,69.61,69.88,2.916,3.326,0.941,91.054,18012.79,0.261,-1.094,1.364,16.687,16.668,-1.461,0.821,0
FIN,1994,0.852,0.821,50.581,55.737,-2.532,-2.644,56.388,-5.808,-6.4,-4.916,-5.417,50.937,56.13,30.581,33.698,62.137,2.032,5.078,16.7,-5.223,90.749,103.739,20429.39,17871.32,26021.92,30408.99,68.678,90.749,132.137,3.964,20.582,19.761,70.733,71.03,1.646,1.614,0.939,96.685,19040.32,0.264,17.8,12.811,12.877,13.287,0.821,3.829,0
FIN,1995,5.143,3.829,53.22,54.004,-3.296,-3.222,59.104,-5.884,-5.971,-5.123,-5.198,54.351,55.151,8.234,8.355,59.974,2.076,5.099,15.5,-3.663,98.549,134.339,26347.51,19328.06,27008.36,31561.74,71.563,98.549,137.709,4.217,24.115,20.286,71.015,70.7,-0.465,0.398,0.958,102.875,20176.41,0.265,6.835,8.188,8.232,8.751,3.829,3.515,0
FIN,1996,4.646,3.515,56.209,55.062,-1.159,-1.1,59.646,-3.437,-3.367,-2.058,-2.016,56.458,55.306,12.665,12.407,58.429,2.104,5.117,14.6,-3.097,102.083,132.183,25833.03,19950.45,27899.91,32603.6,71.507,102.083,142.759,3.667,23.696,20.182,71.77,71.92,1.726,1.063,0.94,108.6,21224.04,0.265,10.407,7.234,7.119,5.763,3.515,4.752,0
FIN,1997,6.038,4.752,59.356,53.567,-1.095,-0.983,60.824,-1.468,-1.325,0.439,0.396,57.858,52.215,16.947,15.294,54.892,2.146,5.132,12.7,-0.484,110.807,127.076,24759.98,21590.04,29577.66,34564.19,72.994,110.807,151.802,6.334,26.452,21.701,72.643,73.07,1.599,1.217,0.943,117.47,22888.32,0.27,14.221,11.88,16.115,14.028,4.752,4.706,0
FIN,1998,6.317,4.706,63.677,52.855,1.081,0.907,61.826,1.851,1.536,3.69,3.063,56.414,46.827,14.74,12.235,51.319,2.198,5.147,11.5,1.024,120.474,134.212,26074.07,23405.06,31100.67,36343.97,75.256,120.474,160.086,5.457,27.667,22.961,73.623,73.64,0.78,1.349,0.962,125.273,24337.4,0.277,11.839,8.47,9.828,8.872,4.706,4.845,0
FIN,1999,6.56,4.845,65.374,51.51,0.756,0.604,63.349,2.025,1.596,3.762,2.964,55.857,44.011,9.925,7.82,49.914,2.271,5.16,10.275,1.449,126.916,135.398,26241.8,24597.81,32385.36,37845.25,75.953,126.916,167.097,4.38,27.2,22.355,74.588,75.29,2.241,1.31,0.957,132.61,25701.32,0.28,3.712,4.287,10.968,11.337,4.845,7.158,0
FIN,2000,9.024,7.158,73.182,53.636,6.592,4.989,64.004,9.178,6.727,10.391,7.616,57.892,42.43,2.392,1.753,46.909,2.31,5.171,9.875,3.247,136.442,126.075,24379.78,26384.46,34177.85,39939.94,77.198,136.442,176.744,5.773,30.973,23.815,76.789,77.45,2.869,2.952,0.951,143.443,27738.27,0.282,14.15,14.862,19.883,16.104,7.158,7.675,0
FIN,2001,9.942,7.675,73.928,51.116,5.204,3.676,66.854,7.074,4.891,7.745,5.355,59.142,40.892,0.579,0.4,46.225,2.341,5.181,9.2,2.144,144.628,129.534,25001.18,27914.46,35003.28,40904.53,79.748,144.628,181.356,2.609,30.807,23.132,78.836,79.27,2.35,2.665,0.961,150.5,29047.82,0.283,2.665,1.381,2.301,1.822,7.675,7.818,0
FIN,2002,10.969,7.818,76.344,51.415,5.294,3.585,70.444,5.9,3.973,5.888,3.965,59.567,40.116,-4.105,-2.765,47.442,2.346,5.195,9.175,0.538,148.486,140.305,27008.26,28583.03,35506.36,41492.42,80.501,148.486,184.452,1.707,29.828,22.009,80.418,80.63,1.716,2.007,0.955,155.448,29923.2,0.28,5.291,4.293,4.081,3.985,7.818,4.314,1
FIN,2003,7.404,4.314,76.805,50.613,3.841,2.519,73.255,3.55,2.339,3.437,2.265,64.778,42.688,-2.173,-1.432,48.274,2.339,5.206,9.075,-0.504,151.749,171.609,32961.92,29147.22,36138.56,42231.21,80.654,151.749,188.148,2.004,26.498,22.183,81.456,81.59,1.191,1.29,0.938,161.693,31057.27,0.274,5.125,4.108,-0.626,-1.009,4.314,5.603,0
FIN,2004,11.061,5.603,79.923,50.343,2.902,1.839,76.498,3.425,2.157,3.31,2.085,67.587,42.572,-6.897,-4.344,48.185,2.339,5.22,8.875,0.623,158.758,197.39,37816.08,30414.97,37484.49,43804.05,81.14,158.758,195.659,3.992,28.432,22.828,81.576,81.71,0.147,0.147,0.919,172.67,33080.15,0.271,8.365,8.123,8.363,8.742,5.603,2.877,1
FIN,2005,5.898,2.877,85.265,51.774,3.467,2.124,81.002,4.263,2.589,4.19,2.544,65.652,39.865,-11.425,-6.937,49.185,2.375,5.237,8.475,0.896,164.687,204.999,39147.22,31449.16,38402.32,44876.62,81.894,164.687,201.098,2.78,27.435,24.558,82.208,82.54,1.016,0.774,0.9,183.035,34952.86,0.266,8.72,11.182,5.728,6.95,2.877,3.931,0
FIN,2006,8.535,3.931,90.228,52.186,4.17,2.479,83.443,6.785,3.924,6.445,3.728,65.696,37.997,-12.199,-7.056,48.262,2.417,5.256,7.775,2.785,172.897,217.101,41308.62,32897.8,39804.74,46515.48,82.648,172.897,209.197,4.027,27.889,23.958,83.256,83.56,1.236,1.275,0.881,196.278,37346.59,0.263,7.996,6.59,11.752,9.814,3.931,4.028,0
FIN,2007,10.328,4.028,96.889,51.792,3.571,2.027,87.32,9.569,5.115,8.936,4.777,63.425,33.904,-13.597,-7.268,46.677,2.465,5.277,6.95,6.173,187.072,256.408,48590.2,35450.75,41744.34,48782.07,84.923,187.072,220.283,5.299,29.544,25.516,84.574,85.18,1.939,1.583,0.881,212.279,40227.53,0.263,7.37,7.382,9.437,8.986,4.028,2.543,0
FIN,2008,7.265,2.543,101.118,52.052,2.376,1.29,92.998,8.12,4.18,7.088,3.649,63.254,32.561,-19.215,-9.891,47.872,2.503,5.3,6.425,5.444,194.265,285.685,53897.91,36650.43,41884.85,48946.28,87.503,194.265,222.01,0.784,27.755,25.212,87.886,88.06,3.381,3.916,0.891,218.065,41140.49,0.257,3.78,7.966,0.308,6.601,2.543,1.996,0
FIN,2009,5.053,1.996,93.789,51.604,-0.682,-0.361,98.303,-4.514,-2.484,-5.183,-2.852,75.482,41.531,-13.321,-7.329,54.088,2.428,5.326,8.325,-3.796,181.747,253.222,47541.75,34122.47,38316.18,44775.96,89.055,181.747,204.084,-8.074,23.431,21.436,89.322,89.65,1.806,1.634,0.901,201.693,37867.35,0.238,-20.67,-16.998,-22.372,-20.114,1.996,1.489,0
FIN,2010,3.716,1.489,96.65,51.371,-3.299,-1.73,101.417,-4.767,-2.534,-4.647,-2.47,94.286,50.114,5.963,3.169,53.904,2.412,5.351,8.5,-1.303,188.143,249.628,46647.0,35157.54,39351.37,45985.68,89.343,188.143,210.586,3.186,23.536,22.048,90.828,92.13,2.766,1.686,0.893,210.649,39363.08,0.233,9.596,6.304,5.52,6.182,1.489,-1.44,1
FIN,2011,-3.968,-1.44,104.211,52.632,-2.689,-1.367,106.229,-2.018,-1.019,-1.975,-0.997,102.829,51.934,9.971,5.036,53.652,2.439,5.375,7.9,0.64,197.998,275.556,51263.57,36834.95,40174.68,46947.79,91.687,197.998,215.95,2.547,22.568,24.008,93.847,94.53,2.605,3.324,0.898,220.471,41015.79,0.23,8.259,6.207,0.102,2.028,-1.44,-2.055,0
FIN,2012,-5.312,-2.055,107.111,53.279,-3.038,-1.493,111.453,-4.342,-2.16,-3.909,-1.944,113.985,56.698,17.017,8.465,55.439,2.45,5.401,7.8,-1.24,201.037,258.454,47850.56,37220.34,39422.79,46069.13,94.413,201.037,212.933,-1.397,21.3,23.355,96.814,97.79,3.449,3.162,0.908,221.286,40969.21,0.219,-1.987,1.125,-0.608,0.233,-2.055,-1.798,0
FIN,2013,-4.878,-1.798,110.928,54.291,-1.798,-0.855,116.087,-5.159,-2.525,-4.953,-2.424,121.819,59.621,24.43,11.957,56.816,2.427,5.427,8.325,-2.773,204.321,271.366,50006.02,37651.24,38884.22,45439.77,96.829,204.321,211.012,-0.902,20.504,22.301,98.959,99.68,1.933,2.216,0.905,225.68,41587.16,0.213,1.132,0.125,0.041,0.574,-1.798,-1.332,0
FIN,2014,-3.661,-1.332,112.317,54.286,-1.395,-0.649,118.498,-6.181,-2.987,-5.865,-2.835,133.359,64.457,35.566,17.19,57.274,2.418,5.451,8.825,-3.693,206.897,274.934,50434.79,37953.91,38567.53,45069.68,98.409,206.897,210.242,-0.365,20.563,21.894,100.156,100.23,0.552,1.209,0.907,228.059,41835.88,0.208,-0.27,-0.897,-2.7,-1.952,-1.332,-0.937,0
FIN,2015,-2.198,-0.937,114.284,54.064,0.297,0.135,119.411,-5.127,-2.425,-4.83,-2.285,144.443,68.332,38.962,18.432,56.49,2.401,5.472,9.575,-3.797,211.385,234.558,42867.09,38632.04,38632.04,45145.07,100.0,211.385,211.385,0.544,20.748,21.686,100.0,99.98,-0.249,-0.156,0.908,232.93,42569.55,0.208,-0.287,1.963,-3.648,0.392,-0.937,-1.999,0
FIN,2016,-4.813,-1.999,117.348,53.949,-0.813,-0.367,121.042,-3.694,-1.698,-3.08,-1.416,147.963,68.023,46.193,21.236,55.647,2.415,5.487,8.975,-1.841,217.518,240.705,43865.76,39640.2,39605.58,46282.74,100.087,217.518,217.328,2.811,21.24,23.239,100.389,101.08,1.1,0.389,0.881,246.904,44995.38,0.212,6.368,5.721,2.952,3.893,-1.999,-0.803,0
FIN,2017,-2.052,-0.803,119.895,52.98,-2.113,-0.937,121.371,-1.476,-0.652,-0.89,-0.393,149.457,66.043,49.378,21.819,53.633,2.438,5.503,8.825,0.315,226.301,255.558,46437.21,41120.99,40751.21,47621.51,100.907,226.301,224.266,3.192,23.174,23.977,101.232,101.59,0.505,0.839,0.863,262.075,47621.51,0.214,5.21,4.314,8.8,8.822,-0.803,-1.845,0
FIN,2018,-5.089,-1.845,122.631,52.527,-2.432,-1.046,124.623,-1.992,-0.853,-1.608,-0.689,151.384,64.843,57.125,24.469,53.38,2.507,5.513,7.425,0.385,233.462,275.833,50032.02,42346.54,41142.15,48078.36,102.927,233.462,226.822,1.14,23.392,25.237,102.415,102.93,1.319,1.169,0.861,271.134,49179.73,0.209,3.843,5.732,0.815,1.503,-1.845,-0.3,0
FIN,2019,-0.805,-0.3,125.669,52.393,-3.119,-1.307,127.936,-2.267,-0.945,-1.9,-0.792,155.613,64.877,64.734,26.988,53.338,2.533,5.518,6.725,0.479,239.858,268.545,48667.72,43468.92,41609.71,48624.75,104.468,239.858,229.599,1.224,23.763,24.063,103.579,104.1,1.137,1.137,0.86,279.061,50573.53,0.205,0.03,2.364,3.936,6.675,-0.3,0.53,0
FIN,2020,1.44,0.53,122.868,51.617,-8.721,-3.57,136.124,-13.256,-5.569,-12.983,-5.454,177.906,74.738,79.126,33.241,57.186,2.494,5.525,7.767,-2.57,238.038,271.668,49168.16,43081.52,40575.59,47416.29,106.176,238.038,224.192,-2.355,25.023,24.493,103.976,104.3,0.192,0.383,0.862,276.087,49967.89,0.207,-3.473,-6.157,-4.527,-7.764,0.53,0.414,0
FIN,2021,1.23,0.414,132.851,53.0,-6.207,-2.46,139.917,-7.066,-2.819,-7.154,-2.854,181.944,72.585,86.091,34.345,55.819,2.553,5.534,7.625,-0.641,250.664,296.668,53610.16,45296.96,41663.11,48687.15,108.722,250.664,230.555,2.838,24.485,24.07,106.124,107.6,3.164,2.066,0.844,296.941,53659.58,0.2,6.672,6.132,5.549,6.16,0.414,-2.56,1
FIN,2022,-7.221,-2.56,141.151,52.73,-2.714,-1.01,143.249,-2.098,-0.784,-2.275,-0.85,196.878,73.548,88.188,32.944,53.514,2.618,5.548,6.767,-0.348,267.687,282.109,50846.6,48247.18,42109.56,49208.87,114.575,267.687,233.634,1.335,24.164,26.724,113.735,117.06,8.792,7.172,0.831,322.093,58053.12,0.196,5.196,8.395,2.089,3.615,-2.56,-1.021,0
FRA,1980,-4.175,-0.595,207.706,45.976,-0.737,-0.165,209.642,-1.936,-0.429,0.763,0.169,94.1,20.829,,,46.405,23.183,53.731,6.349,0.937,451.77,702.243,13069.51,8407.94,21565.14,28755.02,38.989,451.77,1158.73,1.809,25.153,25.748,35.582,37.573,13.728,13.057,0.782,578.054,10758.22,4.31,2.387,2.622,3.305,2.702,-0.595,-0.771,0
FRA,1981,-4.772,-0.771,237.397,46.55,-7.547,-1.481,249.675,-12.278,-2.408,-7.542,-1.479,112.4,22.04,,,48.957,22.964,54.029,7.438,0.097,509.985,618.954,11456.04,9439.16,21675.77,28902.53,43.547,509.985,1171.11,1.069,22.748,23.519,40.327,42.792,13.892,13.333,0.797,639.509,11836.48,4.266,-4.419,-1.397,4.618,4.853,-0.771,-2.062,0
FRA,1982,-12.126,-2.062,277.762,47.401,-11.351,-1.948,294.386,-16.624,-2.837,-11.123,-1.898,148.6,25.359,,,50.237,22.943,54.335,8.069,0.54,585.989,588.015,10822.04,10784.74,22093.55,29459.6,48.814,585.989,1200.45,2.505,21.736,23.798,45.157,46.939,9.691,11.978,0.842,696.039,12810.13,4.356,3.265,3.562,-2.483,-1.126,-2.062,-0.838,0
FRA,1983,-4.714,-0.838,313.57,48.204,-11.288,-1.731,330.098,-16.528,-2.541,-7.419,-1.14,173.6,26.687,85.851,13.197,50.744,22.947,54.65,7.383,-0.243,650.512,562.499,10292.76,11903.24,22238.78,29653.25,53.525,650.512,1215.35,1.241,20.912,21.75,49.429,51.301,9.292,9.46,0.888,732.27,13399.27,4.306,-2.994,-2.699,4.507,4.742,-0.838,-0.142,0
FRA,1984,-0.756,-0.142,346.003,48.938,-10.71,-1.502,365.348,-19.345,-2.736,-8.5,-1.202,205.7,29.094,107.548,15.211,51.674,22.914,54.895,8.458,-0.815,707.03,532.339,9697.43,12879.71,22474.71,29967.84,57.308,707.03,1233.75,1.514,21.087,21.229,53.222,54.733,6.69,7.674,0.918,770.184,14030.16,4.186,2.554,3.402,6.791,6.771,-0.142,-0.063,0
FRA,1985,-0.352,-0.063,373.838,49.339,-19.307,-2.514,396.36,-22.522,-2.972,-9.536,-1.259,232.6,30.699,172.574,22.776,52.312,22.92,55.157,8.7,-1.333,757.689,557.561,10108.56,13736.88,22730.75,30309.25,60.433,757.689,1253.77,1.623,21.105,21.168,56.325,57.307,4.703,5.831,0.938,807.432,14638.72,4.107,5.883,4.744,3.025,2.114,-0.063,0.304,0
FRA,1986,2.353,0.304,396.741,48.704,-21.912,-2.646,422.787,-26.046,-3.197,-11.352,-1.394,255.0,31.304,208.123,25.549,51.901,23.083,55.411,8.875,-1.629,814.596,772.838,13947.32,14700.92,23155.43,30875.51,63.488,814.596,1283.07,2.337,22.061,21.757,57.755,58.522,2.121,2.539,0.966,842.94,15212.44,4.063,6.643,6.665,-0.149,-0.967,0.304,-0.476,0
FRA,1987,-4.452,-0.476,422.037,49.304,-12.739,-1.463,439.28,-17.243,-2.014,-1.33,-0.155,288.3,33.681,212.048,24.773,51.319,23.002,55.682,9.15,-1.687,855.983,935.117,16793.96,15372.77,23633.26,31512.65,65.047,855.983,1315.94,2.562,21.787,22.263,59.655,60.346,3.115,3.289,0.966,885.96,15911.12,4.015,8.568,7.672,4.251,2.795,-0.476,-0.457,0
FRA,1988,-4.665,-0.457,444.836,48.079,-23.764,-2.569,468.563,-23.727,-2.564,-6.724,-0.727,311.2,33.635,230.71,24.936,50.644,23.167,55.966,8.842,0.009,925.215,1020.88,18241.0,16531.69,24628.44,32839.63,67.124,925.215,1378.36,4.743,22.886,23.343,61.266,62.205,3.081,2.701,0.963,960.708,17165.88,4.023,10.838,8.444,8.954,8.462,-0.457,-0.452,0
FRA,1989,-4.635,-0.452,475.535,47.691,-22.965,-2.343,493.305,-17.77,-1.782,1.682,0.169,343.4,34.439,249.748,25.047,49.473,23.34,56.27,8.7,1.716,997.121,1026.18,18236.77,17720.36,25559.59,34081.22,69.33,997.121,1438.23,4.344,23.817,24.268,65.291,64.421,3.563,6.569,0.957,1041.75,18513.47,4.049,9.745,8.068,10.033,9.778,-0.452,-0.776,0
FRA,1990,-9.869,-0.776,502.525,47.698,-32.354,-3.135,528.166,-25.641,-2.434,-2.729,-0.259,374.9,35.585,271.971,25.815,50.132,23.544,56.577,8.4,2.077,1053.55,1272.43,22490.29,18621.45,26164.1,34887.28,71.172,1053.55,1480.29,2.924,23.634,24.41,65.502,66.49,3.212,0.323,0.947,1112.34,19660.56,4.006,4.738,5.042,4.869,4.146,-0.776,-0.486,0
FRA,1991,-6.186,-0.486,528.48,48.409,-34.507,-3.191,559.735,-31.255,-2.863,-6.253,-0.573,398.2,36.475,309.929,28.389,51.272,23.568,56.841,8.617,0.968,1091.71,1273.59,22406.39,19206.41,26315.7,35089.43,72.985,1091.71,1495.8,1.048,23.116,23.602,67.733,68.66,3.264,3.406,0.939,1162.01,20443.34,3.951,3.505,2.956,6.23,6.277,-0.486,0.273,0
FRA,1992,3.835,0.273,542.76,47.99,-53.555,-4.755,594.798,-52.038,-4.601,-24.196,-2.139,454.9,40.222,354.497,31.344,52.591,23.408,57.111,9.442,0.411,1130.98,1404.39,24590.75,19803.41,26610.24,35482.17,74.42,1130.98,1519.73,1.599,22.233,21.96,69.395,70.04,2.01,2.455,0.937,1207.5,21143.26,3.613,0.951,1.767,4.856,5.95,0.273,0.694,0
FRA,1993,9.188,0.694,557.876,48.846,-65.431,-5.612,630.501,-72.625,-6.359,-42.178,-3.693,531.7,46.554,410.692,35.959,55.204,23.2,57.369,10.267,-2.042,1142.12,1324.24,23082.72,19908.24,26323.74,35100.15,75.628,1142.12,1510.17,-0.629,20.237,19.543,70.945,71.6,2.227,2.234,0.93,1228.35,21411.34,3.522,-4.456,-3.319,0.107,0.395,0.694,0.585,0
FRA,1994,8.17,0.585,580.522,49.202,-57.799,-4.817,644.506,-63.984,-5.423,-31.066,-2.633,588.6,49.887,494.117,41.879,54.625,23.127,57.565,10.667,-1.678,1179.87,1396.65,24262.18,20496.25,26852.89,35805.72,76.328,1179.87,1545.79,2.358,20.902,20.317,72.128,72.63,1.439,1.667,0.919,1284.17,22308.16,3.501,10.868,8.863,9.905,8.159,0.585,0.458,0
FRA,1995,7.337,0.458,605.485,49.7,-53.369,-4.316,667.721,-62.236,-5.109,-27.143,-2.228,683.5,56.104,561.7,46.106,54.809,23.482,57.753,10.508,-1.473,1218.27,1602.13,27741.29,21094.71,27329.55,36441.3,77.186,1218.27,1578.35,2.107,20.971,20.513,73.403,74.16,2.107,1.768,0.91,1338.71,23180.12,3.449,8.441,7.523,9.945,8.854,0.458,1.205,0
